,"{'Name': '', 'Gender': 'Male', 'Married': False, 'Profession': 'president', 'Alive': True, 'Nationality': 'Unknown', 'Children': False}"
Robert Frost,"{'Name': 'Robert Frost', 'Gender': 'Male', 'Age': '89', 'Married': False, 'Profession': 'poet', 'Alive': False, 'Birthyear': '1874', 'Nationality': 'Unknown', 'Deathyear': '1963', 'Children': False}"
Alfred Rosenberg,"{'Name': 'Alfred Rosenberg', 'Gender': 'Male', 'Age': '53', 'Married': True, 'Profession': 'author', 'Alive': False, 'Birthyear': '1893', 'Nationality': 'German', 'Deathyear': '1946', 'Children': True}"
Dick Gregory,"{'Name': 'Dick Gregory', 'Gender': 'Male', 'Age': '82', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1932', 'Nationality': 'United States', 'Deathyear': False, 'Children': False}"
Kalonzo Musyoka,"{'Name': 'Kalonzo Musyoka', 'Gender': 'Male', 'Age': '61', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1953', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': True}"
Leonardo da Vinci,"{'Name': 'Leonardo da Vinci', 'Gender': 'Male', 'Age': '67', 'Married': False, 'Profession': 'painter', 'Alive': False, 'Birthyear': '1452', 'Nationality': 'Unknown', 'Deathyear': '1519', 'Children': False}"
J Dilla,"{'Name': 'J Dilla', 'Gender': 'Male', 'Age': '32', 'Married': False, 'Profession': 'rapper', 'Alive': False, 'Birthyear': '1974', 'Nationality': 'Unknown', 'Deathyear': '2006', 'Children': False}"
Jeff Flake,"{'Name': 'Jeff Flake', 'Gender': 'Male', 'Age': '52', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1962', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Mohamed Yusuf Haji,"{'Name': 'Mohamed Yusuf Haji', 'Gender': 'Male', 'Age': '74', 'Married': False, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1940', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': False}"
J.R. Rotem,"{'Name': 'J.R. Rotem', 'Gender': 'Male', 'Age': '39', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1975', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Friedrich Naumann,"{'Name': 'Friedrich Naumann', 'Gender': 'Male', 'Age': '59', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1860', 'Nationality': 'Unknown', 'Deathyear': '1919', 'Children': False}"
Franco Zeffirelli,"{'Name': 'Franco Zeffirelli', 'Gender': 'Male', 'Age': '91', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1923', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
John Ruskin,"{'Name': 'John Ruskin', 'Gender': 'Male', 'Age': '81', 'Married': False, 'Profession': 'poet', 'Alive': False, 'Birthyear': '1819', 'Nationality': 'Unknown', 'Deathyear': '1900', 'Children': False}"
Satish Ranjan Das,"{'Name': 'Satish Ranjan Das', 'Gender': 'Male', 'Age': '90', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1838', 'Nationality': 'Unknown', 'Deathyear': '1928', 'Children': False}"
Kid Cudi,"{'Name': 'Kid Cudi', 'Gender': 'Male', 'Age': '30', 'Married': False, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1984', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Hubert Ingraham,"{'Name': 'Hubert Ingraham', 'Gender': 'Male', 'Age': '67', 'Married': True, 'Profession': 'prime minister', 'Alive': True, 'Birthyear': '1947', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Gulzarilal Nanda,"{'Name': 'Gulzarilal Nanda', 'Gender': 'Male', 'Age': '101', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1898', 'Nationality': 'Unknown', 'Deathyear': '1999', 'Children': True}"
George Marshall,"{'Name': 'George Marshall', 'Gender': 'Male', 'Age': '79', 'Married': True, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1880', 'Nationality': 'Unknown', 'Deathyear': '1959', 'Children': False}"
Shyam Benegal,"{'Name': 'Shyam Benegal', 'Gender': 'Male', 'Age': '80', 'Married': False, 'Profession': 'writer', 'Alive': True, 'Birthyear': '1934', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Nishikant Dubey,"{'Name': 'Nishikant Dubey', 'Gender': 'Male', 'Age': '45', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1969', 'Nationality': '&#160;India', 'Deathyear': False, 'Children': True}"
Malcolm X,"{'Name': 'Malcolm X', 'Gender': 'Male', 'Age': '40', 'Married': True, 'Profession': 'actor', 'Alive': False, 'Birthyear': '1925', 'Nationality': 'Unknown', 'Deathyear': '1965', 'Children': True}"
Stevie Wonder,"{'Name': 'Stevie Wonder', 'Gender': 'Male', 'Age': '64', 'Married': False, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1950', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Mos Def,"{'Name': 'Mos Def', 'Gender': 'Male', 'Age': '41', 'Married': False, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1973', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Alfred Kleiner,"{'Name': 'Alfred Kleiner', 'Gender': 'Male', 'Age': '67', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1849', 'Nationality': 'Swiss', 'Deathyear': '1916', 'Children': False}"
Woodrow Wilson,"{'Name': 'Woodrow Wilson', 'Gender': 'Male', 'Age': '68', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1856', 'Nationality': 'Unknown', 'Deathyear': '1924', 'Children': True}"
Adrienne Bailon,"{'Name': 'Adrienne Bailon', 'Gender': 'Female', 'Age': '31', 'Married': False, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1983', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Jason Ritter,"{'Name': 'Jason Ritter', 'Gender': 'Male', 'Age': '34', 'Married': False, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1980', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
George W. Bush,"{'Name': 'George W. Bush', 'Gender': 'Male', 'Age': '68', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1946', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Laura Linney,"{'Name': 'Laura Linney', 'Gender': 'Female', 'Age': '50', 'Married': True, 'Profession': 'actress', 'Alive': True, 'Birthyear': '1964', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Erik Estrada,"{'Name': 'Erik Estrada', 'Gender': 'Male', 'Age': '65', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1949', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Ben Kingsley,"{'Name': 'Ben Kingsley', 'Gender': 'Male', 'Age': '71', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1943', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Erik Vendt,"{'Name': 'Erik Vendt', 'Gender': 'Male', 'Age': '33', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1981', 'Nationality': '&#160;United States', 'Deathyear': False, 'Children': False}"
Steve Jobs,"{'Name': 'Steve Jobs', 'Gender': 'Male', 'Age': '56', 'Married': True, 'Profession': 'entrepreneur', 'Alive': False, 'Birthyear': '1955', 'Nationality': 'Unknown', 'Deathyear': '2011', 'Children': True}"
Aaron Burr,"{'Name': 'Aaron Burr', 'Gender': 'Male', 'Age': '80', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1756', 'Nationality': 'American', 'Deathyear': '1836', 'Children': False}"
William M. Butler,"{'Name': 'William M. Butler', 'Gender': 'Male', 'Age': '76', 'Married': False, 'Profession': 'president', 'Alive': False, 'Birthyear': '1861', 'Nationality': 'Unknown', 'Deathyear': '1937', 'Children': False}"
Ronald Reagan,"{'Name': 'Ronald Reagan', 'Gender': 'Male', 'Age': '93', 'Married': True, 'Profession': 'actor', 'Alive': False, 'Birthyear': '1911', 'Nationality': 'Unknown', 'Deathyear': '2004', 'Children': True}"
Indulal Yagnik,"{'Name': 'Indulal Yagnik', 'Gender': 'Male', 'Age': '80', 'Married': False, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1892', 'Nationality': 'Unknown', 'Deathyear': '1972', 'Children': False}"
Lewis H. Brown,"{'Name': 'Lewis H. Brown', 'Gender': 'Male', 'Age': '120', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1894', 'Nationality': 'American', 'Deathyear': False, 'Children': False}"
Ray William Johnson,"{'Name': 'Ray William Johnson', 'Gender': 'Male', 'Age': '33', 'Married': False, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1981', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Martin Luther,"{'Name': 'Martin Luther', 'Gender': 'Male', 'Age': '63', 'Married': True, 'Profession': 'pope', 'Alive': False, 'Birthyear': '1483', 'Nationality': 'Unknown', 'Deathyear': '1546', 'Children': True}"
Taye Diggs,"{'Name': 'Taye Diggs', 'Gender': 'Male', 'Age': '43', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1971', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Ray J,"{'Name': 'Ray J', 'Gender': 'Male', 'Age': '33', 'Married': False, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1981', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
K. Kamaraj,"{'Name': 'K. Kamaraj', 'Gender': 'Male', 'Age': '72', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1903', 'Nationality': 'Indian', 'Deathyear': '1975', 'Children': False}"
Nathuram Godse,"{'Name': 'Nathuram Godse', 'Gender': 'Male', 'Age': '39', 'Married': False, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1910', 'Nationality': 'Indian', 'Deathyear': '1949', 'Children': False}"
Charles L. Terry Jr.,"{'Name': 'Charles L. Terry Jr.', 'Gender': 'Male', 'Age': '70', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1900', 'Nationality': 'Unknown', 'Deathyear': '1970', 'Children': False}"
Lyndon Johnson,"{'Name': 'Lyndon Johnson', 'Gender': 'Male', 'Age': '65', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1908', 'Nationality': 'Unknown', 'Deathyear': '1973', 'Children': True}"
P. A. Sangma,"{'Name': 'P. A. Sangma', 'Gender': 'Male', 'Age': '67', 'Married': False, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1947', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Gene Wilder,"{'Name': 'Gene Wilder', 'Gender': 'Male', 'Age': '81', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1933', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Mead Treadwell,"{'Name': 'Mead Treadwell', 'Gender': 'Male', 'Age': '58', 'Married': False, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1956', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Otto Braun,"{'Name': 'Otto Braun', 'Gender': 'Male', 'Age': '83', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1872', 'Nationality': 'Unknown', 'Deathyear': '1955', 'Children': False}"
William Ruto,"{'Name': 'William Ruto', 'Gender': 'Male', 'Age': '48', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1966', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': True}"
Dr. Drew,"{'Name': 'Dr. Drew', 'Gender': 'Male', 'Age': '56', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1958', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Big Sean,"{'Name': 'Big Sean', 'Gender': 'Male', 'Age': '26', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1988', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Thomas Kuchel,"{'Name': 'Thomas Kuchel', 'Gender': 'Male', 'Age': '84', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1910', 'Nationality': 'Unknown', 'Deathyear': '1994', 'Children': False}"
Konstantin von Neurath,"{'Name': 'Konstantin von Neurath', 'Gender': 'Male', 'Age': '83', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1873', 'Nationality': 'Unknown', 'Deathyear': '1956', 'Children': True}"
K. Asif,"{'Name': 'K. Asif', 'Gender': 'Male', 'Age': '49', 'Married': True, 'Profession': 'writer', 'Alive': False, 'Birthyear': '1922', 'Nationality': 'Unknown', 'Deathyear': '1971', 'Children': True}"
Lady Pamela Hicks,"{'Name': 'Lady Pamela Hicks', 'Gender': 'Female', 'Age': '85', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1929', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Lisa Brennan-Jobs,"{'Name': 'Lisa Brennan-Jobs', 'Gender': 'Female', 'Age': '36', 'Married': False, 'Profession': 'writer', 'Alive': True, 'Birthyear': '1978', 'Nationality': 'American', 'Deathyear': False, 'Children': False}"
Ozzy Osbourne,"{'Name': 'Ozzy Osbourne', 'Gender': 'Male', 'Age': '66', 'Married': False, 'Profession': 'writer', 'Alive': True, 'Birthyear': '1948', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Jai Prakash Narayan,"{'Name': 'Jai Prakash Narayan', 'Gender': 'Male', 'Age': '77', 'Married': False, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1902', 'Nationality': 'Indian', 'Deathyear': '1979', 'Children': False}"
Howard Baker,"{'Name': 'Howard Baker', 'Gender': 'Male', 'Age': '89', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1925', 'Nationality': 'Unknown', 'Deathyear': '2014', 'Children': False}"
Paul Lieberstein,"{'Name': 'Paul Lieberstein', 'Gender': 'Male', 'Age': '47', 'Married': False, 'Profession': 'writer', 'Alive': True, 'Birthyear': '1967', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Gustav Ritter von Kahr,"{'Name': 'Gustav Ritter von Kahr', 'Gender': 'Male', 'Age': '72', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1862', 'Nationality': 'German', 'Deathyear': '1934', 'Children': False}"
Narendra Modi,"{'Name': 'Narendra Modi', 'Gender': 'Male', 'Age': '64', 'Married': True, 'Profession': 'prime minister', 'Alive': True, 'Birthyear': '1950', 'Nationality': 'Indian', 'Deathyear': False, 'Children': False}"
